shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag,weight_kg,shipping_cost_usd
SHP04415,China,South Africa,Minerals,100610.0,475.0,85121.0,Rail,Shenzhen,Dar es Salaam,30.0,On-Time,84804.0,On Delivery,36.3,1224.05,0.12,0.0,5301.87,4165.79
SHP04416,China,South Africa,Machinery,843890.0,3005.0,47174.0,Road,Qingdao,Mombasa,11.0,On-Time,47028.0,Prepaid,58.91,2999.09,0.17,0.0,88905.22,100419.93
SHP04417,China,Kenya,Minerals,100610.0,2153.0,6271.0,Air,Shanghai,Dar es Salaam,31.0,Delayed,5705.0,On Delivery,12.37,419.09,0.31,0.0,24181.73,209978.53
SHP04418,China,South Africa,Electronics,100610.0,2200.0,41892.0,Air,Shanghai,Mombasa,24.0,On-Time,41977.0,Credit,54.4,2303.67,0.33,0.0,1179.22,9796.84
SHP04419,China,Kenya,Agricultural,847130.0,3666.0,68753.0,Ship,Guangzhou,Tema,26.0,Delayed,68820.0,Prepaid,63.43,65.33,0.02,0.0,8583.89,4446.34
SHP04420,China,South Africa,Electronics,847130.0,1378.0,79951.0,Ship,Qingdao,Durban,23.0,On-Time,80840.0,Credit,46.67,2681.2,0.23,0.0,1055.03,418.76
SHP04421,China,Nigeria,Electronics,260300.0,1304.0,38755.0,Ship,Guangzhou,Addis Ababa,8.0,Delayed,38717.0,Prepaid,23.26,1318.09,0.31,0.0,844.52,485.74
SHP04422,China,Ghana,Machinery,260300.0,4976.0,118305.0,Air,Guangzhou,Mombasa,30.0,On-Time,117665.0,Prepaid,17.92,2835.85,0.37,0.0,240185.64,1847735.28
SHP04423,China,South Africa,Minerals,847130.0,3940.0,37831.0,Air,Shenzhen,Addis Ababa,14.0,On-Time,38632.0,Prepaid,11.6,1264.91,0.09,0.0,55122.16,460949.17
SHP04424,China,South Africa,Electronics,843890.0,4467.0,146595.0,Road,Shenzhen,Addis Ababa,16.0,Delayed,145830.0,Prepaid,9.48,2230.94,0.4,0.0,7115.86,4425.68
SHP04425,China,Kenya,Minerals,260300.0,1888.0,29437.0,Road,Guangzhou,Addis Ababa,28.0,On-Time,29397.0,Credit,66.74,762.15,0.14,1.0,18371.1,16457.15
SHP04426,China,Egypt,Electronics,260300.0,1458.0,123560.0,Ship,Shenzhen,Durban,8.0,On-Time,124149.0,On Delivery,69.52,2210.69,0.34,1.0,1588.81,727.84
SHP04427,China,Nigeria,Machinery,847130.0,3650.0,35619.0,Rail,Beijing,Cairo,34.0,On-Time,36387.0,On Delivery,49.1,2084.14,0.44,1.0,71090.9,56845.73
SHP04428,China,Kenya,Minerals,260300.0,3041.0,26074.0,Air,Guangzhou,Cairo,19.0,On-Time,26239.0,Credit,59.54,355.66,0.48,1.0,19628.09,102269.75
SHP04429,China,Ethiopia,Agricultural,520942.0,3288.0,21041.0,Road,Shanghai,Lagos,30.0,Delayed,20174.0,Prepaid,45.04,1520.7,0.42,1.0,5642.62,6205.53
SHP04430,China,Ghana,Minerals,520942.0,2669.0,35169.0,Air,Shanghai,Mombasa,19.0,On-Time,36075.0,Prepaid,5.9,1744.47,0.2,0.0,45273.47,246540.65
SHP04431,China,South Africa,Electronics,843890.0,1268.0,8640.0,Rail,Shenzhen,Mombasa,38.0,On-Time,8322.0,Prepaid,41.64,2710.28,0.21,0.0,1922.69,2297.11
SHP04432,China,Ethiopia,Machinery,843890.0,316.0,149759.0,Road,Qingdao,Durban,35.0,On-Time,150159.0,Credit,69.24,1809.27,0.36,1.0,10073.18,14425.22
SHP04433,China,South Africa,Electronics,520942.0,2084.0,116837.0,Road,Shanghai,Cairo,17.0,On-Time,116821.0,Prepaid,2.27,2600.13,0.27,0.0,2527.13,1486.84
SHP04434,China,South Africa,Minerals,260300.0,3947.0,116370.0,Air,Guangzhou,Dar es Salaam,26.0,Delayed,116354.0,Credit,36.59,911.91,0.41,1.0,74347.72,691191.79
SHP04435,China,Nigeria,Minerals,520942.0,1173.0,115475.0,Ship,Guangzhou,Addis Ababa,14.0,On-Time,114768.0,Credit,32.14,2220.28,0.5,1.0,7144.77,3482.12
SHP04436,China,Kenya,Minerals,847130.0,4916.0,87688.0,Road,Beijing,Durban,19.0,On-Time,88140.0,Credit,57.53,151.48,0.05,0.0,45271.5,38831.41
SHP04437,China,Kenya,Machinery,100610.0,1775.0,83424.0,Ship,Shanghai,Lagos,30.0,On-Time,83473.0,On Delivery,61.51,1498.11,0.12,0.0,42595.59,16818.6
SHP04438,China,Egypt,Electronics,100610.0,936.0,61125.0,Road,Guangzhou,Dar es Salaam,35.0,On-Time,61842.0,Credit,18.65,507.32,0.25,0.0,1566.53,1825.83
SHP04439,China,Kenya,Minerals,520942.0,3892.0,140777.0,Rail,Shanghai,Durban,35.0,On-Time,141129.0,On Delivery,16.23,33.01,0.16,0.0,77403.0,59072.77
SHP04440,China,Kenya,Machinery,843890.0,1995.0,11842.0,Road,Qingdao,Addis Ababa,7.0,On-Time,11304.0,Credit,26.87,589.86,0.27,0.0,39155.51,32973.06
SHP04441,China,Kenya,Machinery,520942.0,676.0,103373.0,Rail,Shenzhen,Mombasa,13.0,On-Time,103890.0,Credit,7.44,2540.51,0.46,1.0,30401.27,16114.73
SHP04442,China,Egypt,Minerals,260300.0,2928.0,82080.0,Ship,Shanghai,Cairo,12.0,On-Time,81720.0,On Delivery,2.52,2760.97,0.18,0.0,51120.95,13911.08
SHP04443,China,Kenya,Minerals,843890.0,818.0,19163.0,Ship,Qingdao,Tema,7.0,On-Time,19154.0,Prepaid,17.1,2705.92,0.27,0.0,6846.55,1153.31
SHP04444,China,Ethiopia,Textiles,843890.0,561.0,98431.0,Ship,Guangzhou,Dar es Salaam,4.0,Delayed,98692.0,Prepaid,61.57,1728.57,0.33,0.0,291.42,166.03
SHP04445,China,Kenya,Textiles,847130.0,4918.0,80558.0,Road,Beijing,Dar es Salaam,6.0,On-Time,80474.0,Credit,9.9,719.73,0.47,1.0,2595.42,2262.73
SHP04446,China,Tanzania,Machinery,260300.0,4742.0,63581.0,Rail,Qingdao,Lagos,39.0,On-Time,63518.0,Credit,11.99,1496.83,0.17,0.0,232968.9,135536.35
SHP04447,China,Tanzania,Minerals,847130.0,998.0,70837.0,Road,Shenzhen,Mombasa,27.0,On-Time,71483.0,On Delivery,43.85,2504.73,0.26,0.0,7697.95,11001.36
SHP04448,China,South Africa,Textiles,847130.0,718.0,7128.0,Ship,Shenzhen,Mombasa,38.0,On-Time,7011.0,Credit,33.37,763.18,0.12,0.0,602.64,559.98
SHP04449,China,Egypt,Electronics,843890.0,771.0,112447.0,Ship,Guangzhou,Durban,28.0,On-Time,112532.0,On Delivery,30.21,2551.96,0.49,1.0,771.99,525.26
SHP04450,China,Kenya,Electronics,260300.0,3018.0,96196.0,Ship,Shanghai,Mombasa,21.0,On-Time,97193.0,Prepaid,33.92,68.59,0.41,1.0,4817.65,2534.99
SHP04451,China,South Africa,Machinery,843890.0,1871.0,29789.0,Air,Shenzhen,Lagos,22.0,On-Time,30388.0,On Delivery,45.11,2290.41,0.47,1.0,50143.62,473256.45
SHP04452,China,Egypt,Machinery,100610.0,4821.0,64453.0,Air,Beijing,Tema,24.0,On-Time,63943.0,Credit,12.69,1039.95,0.27,0.0,159740.9,934298.32
SHP04453,China,South Africa,Minerals,847130.0,4802.0,50883.0,Road,Beijing,Addis Ababa,15.0,On-Time,51088.0,Prepaid,3.76,1688.08,0.4,0.0,83983.03,81883.55
SHP04454,China,Kenya,Agricultural,100610.0,546.0,100979.0,Rail,Guangzhou,Addis Ababa,17.0,On-Time,100741.0,On Delivery,14.96,1846.14,0.5,1.0,2302.3,2426.04
SHP04455,China,Nigeria,Machinery,520942.0,1756.0,51567.0,Road,Shenzhen,Lagos,18.0,On-Time,52241.0,On Delivery,60.73,540.43,0.45,1.0,78417.56,68588.84
SHP04456,China,Ghana,Electronics,847130.0,1665.0,5019.0,Air,Beijing,Cairo,31.0,On-Time,5742.0,Prepaid,27.93,1594.57,0.33,0.0,981.39,7040.24
SHP04457,China,Ghana,Electronics,847130.0,4564.0,133171.0,Air,Qingdao,Addis Ababa,8.0,On-Time,133397.0,On Delivery,7.44,2406.23,0.46,1.0,7019.78,42024.25
SHP04458,China,Kenya,Machinery,847130.0,789.0,14982.0,Rail,Qingdao,Dar es Salaam,38.0,On-Time,15856.0,On Delivery,22.02,2566.36,0.26,0.0,12308.0,5057.36
SHP04459,China,Kenya,Textiles,260300.0,1839.0,126089.0,Air,Guangzhou,Addis Ababa,11.0,Delayed,125518.0,Credit,37.38,2062.53,0.4,0.0,979.55,8633.58
SHP04460,China,Tanzania,Agricultural,843890.0,1258.0,118700.0,Road,Beijing,Dar es Salaam,9.0,On-Time,118389.0,On Delivery,65.04,1165.79,0.13,1.0,4018.5,5193.62
SHP04461,China,Ethiopia,Electronics,520942.0,2355.0,71598.0,Road,Qingdao,Tema,29.0,On-Time,71004.0,Credit,56.36,2685.71,0.38,0.0,2600.18,4109.7
SHP04462,China,Ghana,Machinery,843890.0,4156.0,15914.0,Ship,Beijing,Dar es Salaam,6.0,On-Time,15886.0,On Delivery,39.64,2130.13,0.16,0.0,127940.24,52434.55
SHP04463,China,Nigeria,Agricultural,843890.0,2599.0,17869.0,Rail,Beijing,Mombasa,29.0,On-Time,17529.0,On Delivery,49.66,1693.25,0.45,1.0,12958.89,6385.17
SHP04464,China,Tanzania,Machinery,520942.0,3311.0,115633.0,Road,Guangzhou,Dar es Salaam,35.0,On-Time,116614.0,Credit,2.89,1319.88,0.12,0.0,51018.18,27905.76
SHP04465,China,Ethiopia,Machinery,843890.0,1978.0,75791.0,Ship,Beijing,Cairo,9.0,On-Time,75613.0,Credit,53.45,468.81,0.47,1.0,73222.08,36274.52
SHP04466,China,Tanzania,Machinery,520942.0,1131.0,94022.0,Air,Guangzhou,Dar es Salaam,29.0,On-Time,93134.0,Prepaid,27.12,503.81,0.15,0.0,29225.08,196163.89
SHP04467,China,Ethiopia,Machinery,847130.0,4587.0,49610.0,Air,Qingdao,Lagos,33.0,On-Time,49304.0,On Delivery,63.19,2848.56,0.5,1.0,70274.64,461321.64
SHP04468,China,Ethiopia,Machinery,520942.0,3931.0,47202.0,Rail,Shanghai,Dar es Salaam,24.0,On-Time,46244.0,On Delivery,62.95,953.23,0.17,0.0,64269.77,60278.8
SHP04469,China,Ghana,Textiles,520942.0,3814.0,62937.0,Road,Qingdao,Cairo,12.0,On-Time,63612.0,On Delivery,49.5,1944.46,0.34,0.0,3659.22,4090.62
SHP04470,China,Egypt,Machinery,100610.0,3126.0,30497.0,Rail,Beijing,Mombasa,21.0,On-Time,29648.0,Credit,11.65,1827.66,0.42,1.0,141245.37,63828.3
SHP04471,China,Nigeria,Machinery,520942.0,1543.0,121265.0,Rail,Guangzhou,Cairo,24.0,On-Time,120659.0,Prepaid,54.87,2615.11,0.2,0.0,71412.63,66108.68
SHP04472,China,Ethiopia,Minerals,847130.0,935.0,148452.0,Ship,Shanghai,Lagos,37.0,On-Time,148687.0,Prepaid,69.66,430.68,0.43,1.0,18581.25,9611.28
SHP04473,China,South Africa,Machinery,847130.0,4718.0,40171.0,Ship,Guangzhou,Lagos,8.0,On-Time,39366.0,Credit,67.61,1152.9,0.48,1.0,86493.28,11728.17
SHP04474,China,Kenya,Minerals,520942.0,1309.0,39822.0,Air,Shanghai,Dar es Salaam,24.0,On-Time,39439.0,Credit,54.88,1135.19,0.01,0.0,13524.05,126165.92
SHP04475,China,Ghana,Agricultural,520942.0,1990.0,90656.0,Ship,Guangzhou,Addis Ababa,11.0,On-Time,90917.0,Credit,14.82,2527.55,0.14,0.0,7316.98,1984.66
SHP04476,China,Egypt,Textiles,520942.0,2056.0,14422.0,Road,Shenzhen,Cairo,29.0,On-Time,14072.0,Credit,46.7,1687.54,0.21,0.0,1206.96,1526.01
SHP04477,China,Egypt,Minerals,843890.0,2552.0,24476.0,Ship,Shenzhen,Durban,24.0,On-Time,24564.0,On Delivery,15.36,312.45,0.27,0.0,28775.95,13647.47
SHP04478,China,Tanzania,Electronics,260300.0,2010.0,12308.0,Air,Shenzhen,Addis Ababa,6.0,On-Time,11633.0,Credit,30.34,1006.46,0.4,0.0,2083.8,20620.64
SHP04479,China,Nigeria,Minerals,847130.0,3090.0,38696.0,Road,Shenzhen,Durban,27.0,Delayed,39026.0,On Delivery,27.76,1263.35,0.16,0.0,42971.73,33021.5
SHP04480,China,Ghana,Machinery,847130.0,4394.0,56523.0,Air,Shanghai,Durban,30.0,On-Time,55791.0,Prepaid,10.72,2229.21,0.15,0.0,145106.3,880261.44
SHP04481,China,Tanzania,Electronics,847130.0,582.0,65519.0,Rail,Shenzhen,Mombasa,3.0,Delayed,65485.0,Prepaid,69.03,534.02,0.29,1.0,431.95,183.93
SHP04482,China,Ethiopia,Machinery,100610.0,623.0,51026.0,Rail,Beijing,Cairo,16.0,Delayed,50481.0,On Delivery,34.65,321.47,0.26,0.0,17985.76,12628.78
SHP04483,China,Kenya,Textiles,260300.0,2801.0,84462.0,Road,Shanghai,Dar es Salaam,20.0,On-Time,83726.0,Prepaid,33.63,2747.83,0.39,0.0,1800.42,1124.7
SHP04484,China,Kenya,Machinery,847130.0,2024.0,112362.0,Rail,Qingdao,Addis Ababa,37.0,On-Time,112960.0,Credit,67.92,877.36,0.16,1.0,66410.43,39441.17
SHP04485,China,Nigeria,Textiles,260300.0,4726.0,65341.0,Air,Shanghai,Dar es Salaam,36.0,On-Time,66229.0,Credit,38.83,2527.75,0.22,0.0,1739.57,9696.13
SHP04486,China,Nigeria,Electronics,260300.0,2786.0,131562.0,Rail,Shanghai,Addis Ababa,6.0,On-Time,131996.0,Prepaid,20.17,2737.98,0.37,0.0,4494.95,2683.51
SHP04487,China,Tanzania,Textiles,260300.0,2117.0,39594.0,Rail,Qingdao,Durban,8.0,On-Time,39820.0,Credit,16.9,743.35,0.4,0.0,466.08,232.85
SHP04488,China,Tanzania,Minerals,843890.0,2694.0,106694.0,Rail,Shenzhen,Dar es Salaam,33.0,Delayed,105730.0,Credit,38.99,2217.64,0.49,1.0,27808.76,24931.08
SHP04489,China,Tanzania,Minerals,847130.0,726.0,133443.0,Rail,Beijing,Addis Ababa,19.0,On-Time,132732.0,Credit,13.62,1633.41,0.48,1.0,12126.52,5608.34
SHP04490,China,South Africa,Minerals,520942.0,3141.0,30006.0,Air,Qingdao,Mombasa,21.0,Delayed,30097.0,Prepaid,26.51,1535.46,0.47,1.0,42272.81,280966.71
SHP04491,China,Egypt,Electronics,100610.0,2310.0,19414.0,Road,Shanghai,Mombasa,7.0,Delayed,18885.0,Prepaid,28.47,310.02,0.17,0.0,2059.93,2892.2
SHP04492,China,South Africa,Textiles,100610.0,4058.0,77909.0,Rail,Beijing,Lagos,29.0,On-Time,78147.0,Prepaid,22.38,314.02,0.1,0.0,3067.7,2812.83
SHP04493,China,South Africa,Minerals,260300.0,1830.0,11605.0,Air,Qingdao,Mombasa,9.0,Delayed,12414.0,Credit,26.63,1482.68,0.34,0.0,24724.88,150792.89
SHP04494,China,Kenya,Textiles,847130.0,3612.0,75437.0,Ship,Shanghai,Cairo,3.0,Delayed,76221.0,On Delivery,44.36,2910.88,0.27,0.0,3023.23,419.27
SHP04495,China,Nigeria,Machinery,847130.0,3865.0,109583.0,Air,Guangzhou,Tema,18.0,On-Time,109885.0,Credit,51.06,2333.16,0.26,0.0,152284.89,1306535.96
SHP04496,China,Ethiopia,Electronics,520942.0,3139.0,77556.0,Rail,Qingdao,Mombasa,17.0,On-Time,76648.0,Prepaid,24.1,2907.16,0.4,0.0,4442.19,2717.56
SHP04497,China,Tanzania,Minerals,843890.0,3704.0,144884.0,Air,Qingdao,Cairo,34.0,On-Time,144555.0,Prepaid,34.52,2644.56,0.37,0.0,45643.15,403387.27
SHP04498,China,Ethiopia,Machinery,260300.0,988.0,91850.0,Ship,Beijing,Lagos,19.0,On-Time,92202.0,Prepaid,60.03,460.1,0.02,0.0,15143.36,4401.64
SHP04499,China,Ethiopia,Minerals,843890.0,3227.0,26735.0,Ship,Qingdao,Addis Ababa,23.0,On-Time,27007.0,Prepaid,16.34,2247.95,0.46,1.0,28784.82,7092.33
SHP04500,China,Ghana,Agricultural,847130.0,3537.0,100120.0,Rail,Guangzhou,Addis Ababa,30.0,Delayed,99551.0,On Delivery,20.86,1423.82,0.01,0.0,9466.42,6129.84
SHP04501,China,Nigeria,Machinery,847130.0,4404.0,126502.0,Air,Qingdao,Durban,31.0,On-Time,126686.0,Credit,37.74,694.22,0.08,0.0,149612.56,1308341.93
SHP04502,China,Kenya,Agricultural,520942.0,4765.0,52460.0,Air,Beijing,Dar es Salaam,34.0,On-Time,52081.0,Credit,17.28,933.28,0.39,0.0,14556.27,138786.16
SHP04503,China,Nigeria,Minerals,520942.0,2390.0,63172.0,Ship,Shanghai,Lagos,27.0,On-Time,62976.0,On Delivery,3.4,1579.84,0.06,0.0,22281.42,2941.7
SHP04504,China,Tanzania,Minerals,520942.0,605.0,131023.0,Air,Beijing,Durban,6.0,On-Time,130970.0,On Delivery,5.86,977.88,0.19,0.0,3083.66,23559.21
SHP04505,China,Egypt,Electronics,260300.0,4399.0,93738.0,Ship,Qingdao,Lagos,8.0,On-Time,93620.0,Credit,31.35,2842.15,0.47,1.0,5473.93,699.29
SHP04506,China,South Africa,Electronics,520942.0,1771.0,10110.0,Road,Guangzhou,Addis Ababa,11.0,Delayed,10276.0,On Delivery,63.2,2099.0,0.1,0.0,1644.27,1702.33
SHP04507,China,South Africa,Agricultural,843890.0,3505.0,120625.0,Ship,Qingdao,Cairo,19.0,On-Time,120780.0,Credit,43.85,1159.0,0.34,0.0,13804.21,6458.67
SHP04508,China,South Africa,Electronics,520942.0,3681.0,53817.0,Rail,Beijing,Dar es Salaam,9.0,On-Time,53619.0,On Delivery,29.1,96.69,0.23,0.0,1972.72,1181.14
SHP04509,China,Ethiopia,Textiles,100610.0,4019.0,121833.0,Ship,Shanghai,Mombasa,9.0,On-Time,122062.0,Credit,53.63,2909.14,0.24,0.0,2684.14,1359.54
SHP04510,China,Kenya,Minerals,260300.0,319.0,132056.0,Rail,Shenzhen,Addis Ababa,34.0,On-Time,131875.0,Prepaid,58.22,602.22,0.27,0.0,6099.95,4862.66
SHP04511,China,Ethiopia,Textiles,843890.0,2800.0,55464.0,Road,Shenzhen,Tema,3.0,On-Time,55472.0,Credit,36.51,2631.75,0.18,0.0,950.68,1393.42
SHP04512,China,Egypt,Machinery,100610.0,4249.0,90105.0,Road,Shanghai,Dar es Salaam,6.0,On-Time,90345.0,On Delivery,29.11,187.04,0.16,0.0,122651.55,154253.44
SHP04513,China,Tanzania,Minerals,847130.0,1704.0,83255.0,Air,Beijing,Cairo,15.0,On-Time,83751.0,Credit,36.66,2387.44,0.02,0.0,10856.75,60048.6
SHP04514,China,Kenya,Electronics,260300.0,1097.0,48413.0,Rail,Beijing,Lagos,39.0,Delayed,49071.0,Credit,67.67,769.09,0.04,1.0,1578.06,1118.76
SHP04515,China,Ghana,Agricultural,260300.0,813.0,146631.0,Air,Shenzhen,Lagos,16.0,On-Time,146981.0,On Delivery,58.5,2262.17,0.24,0.0,2603.33,18307.43
SHP04516,China,Kenya,Electronics,843890.0,963.0,98243.0,Rail,Beijing,Durban,10.0,Delayed,97398.0,Credit,18.33,1277.63,0.5,1.0,1069.94,548.38
SHP04517,China,Kenya,Textiles,260300.0,1536.0,59851.0,Ship,Beijing,Durban,37.0,On-Time,59360.0,Prepaid,49.33,34.84,0.41,1.0,947.87,652.43
SHP04518,China,Ethiopia,Machinery,260300.0,4824.0,96529.0,Road,Shenzhen,Durban,31.0,On-Time,96867.0,Prepaid,34.73,1062.29,0.32,0.0,221243.05,215218.45
SHP04519,China,South Africa,Machinery,843890.0,769.0,46522.0,Rail,Guangzhou,Durban,25.0,On-Time,45946.0,Prepaid,27.1,941.19,0.11,0.0,13728.01,13557.68
SHP04520,China,Ghana,Agricultural,847130.0,3097.0,80085.0,Rail,Beijing,Dar es Salaam,10.0,On-Time,80870.0,Prepaid,25.75,1841.16,0.18,0.0,3376.53,2138.11
SHP04521,China,Ethiopia,Textiles,847130.0,2728.0,116672.0,Rail,Qingdao,Cairo,10.0,Delayed,117307.0,Prepaid,68.16,152.76,0.05,1.0,2426.1,2162.04
SHP04522,China,Ethiopia,Textiles,260300.0,2392.0,131273.0,Air,Beijing,Addis Ababa,11.0,On-Time,131270.0,Credit,45.53,104.61,0.48,1.0,1582.77,15477.99
SHP04523,China,Nigeria,Minerals,843890.0,1767.0,138611.0,Air,Beijing,Tema,37.0,On-Time,139233.0,Credit,44.9,2494.56,0.45,1.0,32441.9,304835.42
SHP04524,China,South Africa,Agricultural,847130.0,4764.0,132410.0,Road,Qingdao,Mombasa,12.0,On-Time,131981.0,Prepaid,52.81,162.44,0.13,0.0,16139.39,11557.46
SHP04525,China,South Africa,Electronics,100610.0,2806.0,105573.0,Ship,Shenzhen,Dar es Salaam,21.0,On-Time,105212.0,Credit,29.98,2409.39,0.15,0.0,4812.97,1646.25
SHP04526,China,South Africa,Minerals,260300.0,619.0,29479.0,Rail,Guangzhou,Mombasa,26.0,On-Time,29387.0,Prepaid,6.09,2364.59,0.34,0.0,7084.52,4109.85
SHP04527,China,Tanzania,Machinery,100610.0,2475.0,143227.0,Ship,Guangzhou,Dar es Salaam,9.0,On-Time,143040.0,On Delivery,59.09,1535.76,0.34,0.0,98986.13,25820.8
SHP04528,China,Ghana,Minerals,520942.0,52.0,127114.0,Road,Guangzhou,Mombasa,13.0,On-Time,126718.0,Credit,54.66,2439.94,0.3,0.0,972.17,966.85
SHP04529,China,Ghana,Agricultural,520942.0,3164.0,82003.0,Rail,Shanghai,Cairo,29.0,On-Time,81682.0,Credit,47.11,517.83,0.04,0.0,10404.79,9430.1
SHP04530,China,Ethiopia,Textiles,847130.0,160.0,90736.0,Ship,Qingdao,Cairo,21.0,On-Time,90307.0,Credit,20.15,44.64,0.17,0.0,55.14,225.49
SHP04531,China,Nigeria,Electronics,843890.0,2906.0,62668.0,Air,Guangzhou,Mombasa,3.0,Delayed,63110.0,On Delivery,62.97,220.31,0.29,0.0,2624.69,20026.13
SHP04532,China,South Africa,Electronics,843890.0,3374.0,96674.0,Ship,Shanghai,Durban,11.0,On-Time,96199.0,Prepaid,27.53,1238.41,0.18,0.0,2692.34,1437.27
SHP04533,China,Ethiopia,Minerals,520942.0,890.0,89185.0,Air,Shenzhen,Tema,19.0,On-Time,88945.0,On Delivery,30.04,2151.54,0.46,1.0,7745.54,41240.56
SHP04534,China,Ethiopia,Agricultural,520942.0,3239.0,6467.0,Ship,Qingdao,Addis Ababa,24.0,On-Time,5744.0,Prepaid,9.97,1459.7,0.09,0.0,7208.92,2367.95
SHP04535,China,Kenya,Minerals,100610.0,1170.0,55723.0,Road,Shenzhen,Addis Ababa,12.0,On-Time,55451.0,Credit,42.05,1420.22,0.16,0.0,15592.6,19985.93
SHP04536,China,Kenya,Minerals,847130.0,4777.0,99968.0,Air,Shanghai,Durban,17.0,On-Time,100423.0,Credit,5.08,1907.78,0.33,0.0,66017.54,380154.4
SHP04537,China,Egypt,Minerals,520942.0,3661.0,80068.0,Ship,Shanghai,Cairo,8.0,On-Time,80586.0,Credit,3.76,768.68,0.11,0.0,41726.23,14459.39
SHP04538,China,Nigeria,Agricultural,520942.0,2893.0,54659.0,Ship,Shanghai,Dar es Salaam,18.0,On-Time,54350.0,Credit,60.11,2121.69,0.41,1.0,10014.65,2140.73
SHP04539,China,Nigeria,Agricultural,520942.0,636.0,81893.0,Air,Beijing,Durban,5.0,On-Time,81546.0,Prepaid,20.65,956.54,0.03,0.0,843.53,7926.06
SHP04540,China,Ethiopia,Electronics,520942.0,4025.0,50350.0,Rail,Shanghai,Addis Ababa,31.0,On-Time,49888.0,Credit,33.53,2051.82,0.31,0.0,2542.52,1654.92
SHP04541,China,Ethiopia,Textiles,260300.0,3556.0,125766.0,Rail,Qingdao,Cairo,35.0,Delayed,125124.0,Credit,37.89,1210.21,0.48,1.0,1200.02,986.42
SHP04542,China,Ethiopia,Machinery,843890.0,452.0,13475.0,Air,Beijing,Addis Ababa,25.0,On-Time,12715.0,Prepaid,54.93,586.42,0.35,0.0,13886.84,111219.31
SHP04543,China,Ethiopia,Minerals,847130.0,2720.0,64263.0,Road,Shanghai,Addis Ababa,11.0,On-Time,64011.0,Credit,68.02,1237.81,0.12,1.0,22330.98,15374.63
SHP04544,China,Egypt,Machinery,843890.0,537.0,63009.0,Ship,Qingdao,Cairo,38.0,On-Time,62807.0,Prepaid,30.02,1576.66,0.48,1.0,11454.95,2830.85
SHP04545,China,Ethiopia,Minerals,260300.0,3923.0,29939.0,Rail,Beijing,Dar es Salaam,11.0,On-Time,29974.0,Prepaid,4.58,1851.17,0.2,0.0,43171.41,25652.03
SHP04546,China,Tanzania,Machinery,843890.0,965.0,19274.0,Rail,Shenzhen,Dar es Salaam,17.0,Delayed,18424.0,On Delivery,24.3,382.21,0.34,0.0,40988.03,22612.85
SHP04547,China,Nigeria,Electronics,843890.0,3867.0,149266.0,Rail,Shenzhen,Dar es Salaam,6.0,On-Time,148359.0,On Delivery,22.82,2114.13,0.14,0.0,2013.91,1404.11
SHP04548,China,Nigeria,Machinery,843890.0,966.0,8943.0,Road,Shenzhen,Addis Ababa,32.0,On-Time,9435.0,Prepaid,42.93,34.37,0.36,0.0,34752.0,38534.69
SHP04549,China,Kenya,Agricultural,260300.0,4798.0,28134.0,Road,Guangzhou,Lagos,26.0,On-Time,28402.0,On Delivery,68.72,72.04,0.48,1.0,17635.08,19070.77
SHP04550,China,Ghana,Minerals,260300.0,3129.0,107958.0,Rail,Shenzhen,Dar es Salaam,38.0,Delayed,107710.0,Credit,7.69,787.84,0.38,1.0,53129.91,40648.11
SHP04551,China,Ethiopia,Agricultural,847130.0,4938.0,135282.0,Rail,Shanghai,Lagos,31.0,On-Time,135425.0,On Delivery,7.69,2085.7,0.46,1.0,23361.74,12351.22
SHP04552,China,Nigeria,Electronics,847130.0,3539.0,119523.0,Rail,Shenzhen,Addis Ababa,12.0,On-Time,120370.0,On Delivery,36.88,987.8,0.07,0.0,1876.4,848.98
SHP04553,China,Egypt,Electronics,520942.0,2818.0,123747.0,Road,Shenzhen,Mombasa,19.0,On-Time,123156.0,Prepaid,28.18,1109.9,0.34,0.0,2059.04,2786.05
SHP04554,China,Ethiopia,Agricultural,260300.0,3637.0,54213.0,Air,Beijing,Lagos,22.0,Delayed,53709.0,On Delivery,8.93,626.75,0.31,0.0,16529.02,153177.93
SHP04555,China,Kenya,Electronics,260300.0,1462.0,69932.0,Air,Guangzhou,Cairo,3.0,On-Time,70514.0,Prepaid,67.19,508.39,0.34,1.0,1736.53,10944.15
SHP04556,China,Ethiopia,Textiles,847130.0,4937.0,94374.0,Rail,Qingdao,Cairo,30.0,On-Time,94785.0,On Delivery,23.13,95.47,0.31,0.0,3217.31,2182.01
SHP04557,China,Nigeria,Textiles,843890.0,2086.0,45456.0,Road,Shenzhen,Lagos,24.0,Delayed,45737.0,Credit,52.1,426.96,0.18,0.0,1523.66,1761.48
SHP04558,China,Kenya,Machinery,520942.0,1140.0,40656.0,Road,Qingdao,Durban,30.0,On-Time,40011.0,On Delivery,55.03,472.12,0.09,0.0,42365.44,44077.35
SHP04559,China,Tanzania,Agricultural,520942.0,270.0,125536.0,Ship,Shenzhen,Mombasa,32.0,Delayed,125744.0,Prepaid,34.34,1709.14,0.3,0.0,1276.28,784.31
